,Unnamed: 0.1,Unnamed: 0,Sukupuoli,Minkä ikäisenä opit neulomaan?,Kuka sinut opetti neulomaan?,Mitä seuraavista vaihtoehdoista neulot?,Missä neulot?,Neulotko yksin vai yhdessä?,Kuinka monta tuntia arviolta neulot viikossa?,Mitä neulominen sinulle merkitsee?,Paljonko käytät lankoihin keskimäärin rahaa kuukaudessa?,Minkä valmistajien lankoja ostat?,Valitse kolme tärkeintä ominaisuutta lankaa valitessa,Kenelle neulot?,Minkä vahvuisia lankoja käytät?,Mistä hankit neuleohjeesi?,Mitä seuraavista neulot mieluiten?,Mitä värejä käytät neuleissasi mieluiten?,Käytätkö ennemmin murrettuja vai kirkkaita sävyjä?,Mitä materiaaleja suosit neulelangoissa?,Mitä materiaaleja suosit neulepuikoissa?,Teetkö muita käsitöitä?,Teetkö neulonnan ohessa yleensä jotain seuraavista?,"Millaista ""neulesomea"" kulutat netissä?",xMinkä vahvuisia lankoja käytät?
1071,1071,1071,Nainen,13,Opettaja (koulussa tai kurssilla);Opettelin itse,Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin;Perheen seurassa,20-29 tuntia,Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Eettisiä/ekologisia vaatteita,50 - 59 €,Adlibris;DROPS;Istex;Lankava;Novita,Hinta;Materiaali;Vastuullisuus,Itselle;Perheelle;Sukulaisille,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Sinistä;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka,Koivu;Metalli,En juurikaan,Katson televisiota,Facebook-ryhmät;Neulontaan liittyvät sarjat esim Areenassa,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1072,1072,1072,Nainen,7,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Odotustilassa (esim. terveyskeskus/virasto),Yksin,30-39 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Eettisiä/ekologisia vaatteita,20 - 29 €,DROPS;Istex;Lankava;Pirtin Kehräämö;Sandnes Garn,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Keltaista;Punaista;Oranssia;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka,Hiilikuitu;Alumiini,Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
1073,1073,1073,Nainen,40,Opettelin itse,Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,20-29 tuntia,Rentoutumista;Itseilmaisua;Luovuutta,yli 100 €,"Isager, La bien Aimee, WYS",Materiaali;Vahvuus;Väri,Itselle;Perheelle;Ystäville,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g),Kirjoista;Lehdistä;Netistä,Pitsineuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Merinovilla;Alpakka;Mohair;Silkki;Jakki;Kashmir,Metalli,En juurikaan,Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g)
1074,1074,1074,Nainen,7,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,20-29 tuntia,Rentoutumista,20 - 29 €,DROPS;Katia;Novita;Sandnes Garn,Hinta;Konepestävyys;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Pinkkiä;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Puuvilla;Merinovilla;Alpakka;Pellava;Viskoosi/lyocell,Koivu;Bambu,Virkkaus;Ompelu;Huovutus,Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät;Pinterest;Youtube,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
1075,1075,1075,Nainen,8,Opettaja (koulussa tai kurssilla),"Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Keittiöpyyhkeitä, siivousliinoja/rättejä",Kotona/vapaa-ajan asunnolla,Yksin,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",30 - 39 €,House;Kotikulta;MyHome;Novita;Pirtin Kehräämö,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Omasta päästä,Kirjoneuletta;Raitoja;Pitsineuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla,Koivu;Bambu,Ompelu;Langanvärjäys;Hopeakoruja,Kuuntelen äänikirjaa;Katson televisiota;Keskityn vain neulomiseen,Facebook-ryhmät;Pinterest,Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1076,1076,1076,Nainen,11,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,6-9 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa,10 - 19 €,Adlibris;DROPS;Kaupunkilanka;Novita,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Pinkkiä;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla;Alpakka,Metalli,Kirjonta/ristipistot;Askartelu,Katson televisiota,Facebook-sivut;Facebook-ryhmät;Pinterest;WhatsApp,Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
1077,1077,1077,Nainen,8,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Neulepaitoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Neuletapahtumissa;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Veneillessä;Luennolla/Palaverissa,Yksin;Ystävien kesken,6-9 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Perinteen/taidon ylläpitoa,20 - 29 €,Gjestal;Novita;Sandnes Garn;Knitting for Olive,Materiaali;Vastuullisuus;Väri,Itselle;Perheelle;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Netistä,Yksiväristä ilman pintakuvioita,Vihreää;Keltaista;Punaista;Oranssia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla,Koivu;Metalli,Virkkaus;Kirjonta/ristipistot;Ompelu,Luen;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);DK (220–270 m / 100 g)
1078,1078,1078,Nainen,7,Isoäiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Huiveja/ponchoja,Kotona/vapaa-ajan asunnolla,Yksin;Perheen seurassa,2-5 tuntia,Rentoutumista;Luovuutta;Tarpeeseen tekemistä,10 - 19 €,DROPS;Novita,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Pitsineuletta;Toistuvaa pintakuviota,Vihreää;Pinkkiä;Lilaa/violettia,Kirkkaita ja neonvärejä,Villasekoite,Metalli,Virkkaus,Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät;Pinterest,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1079,1079,1079,Nainen,8,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Autossa;Luennolla/Palaverissa,Yksin,6-9 tuntia,Rentoutumista;Eettisiä/ekologisia vaatteita,30 - 39 €,DROPS;Novita;Sandnes Garn,Hinta;Materiaali;Väri,Itselle;Perheelle,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Netistä,Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka;Mohair,Metalli,En juurikaan,Kuuntelen äänikirjaa;Katson televisiota,Instagram;Youtube;WhatsApp,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1080,1080,1080,Nainen,6,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja,Kotona/vapaa-ajan asunnolla;Odotustilassa (esim. terveyskeskus/virasto),Yksin,10-19 tuntia,"Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,DROPS;Kaupunkilanka;Lankava;MyHome;Novita;Viking Garn,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Punaista","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka,Koivu;Bambu,En juurikaan,Kuuntelen radiota/musiikkia;Katson televisiota,Facebook-sivut;Facebook-ryhmät;Neuleblogit,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1081,1081,1081,Nainen,11,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja,Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa,Yksin;Perheen seurassa,2-5 tuntia,Rentoutumista;Luovuutta;Tarpeeseen tekemistä;Perinteen/taidon ylläpitoa,10 - 19 €,House;Viron villa,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,Fingering (365–450 m / 100 g),Kirjoista;Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta;Toistuvaa pintakuviota,Sinistä;Keltaista;Punaista;Oranssia;Pinkkiä,Kirkkaita ja neonvärejä,100% villa;Puuvilla;Alpakka,Metalli;Hiilikuitu,En juurikaan,Katson televisiota,Facebook-ryhmät,Fingering (360–450 m / 100 g)
1082,1082,1082,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Autossa;Luennolla/Palaverissa,Yksin;Perheen seurassa,10-19 tuntia,"Rentoutumista;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,DROPS;House;Istex;Katia;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita;Regia;Sandnes Garn;Viking Garn,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Punaista;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka,Alumiini,En juurikaan,Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-ryhmät;Pinterest,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);Aran (160–200 m / 100 g)
1083,1083,1083,Nainen,7,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Huiveja/ponchoja;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Neuletapahtumissa;Rannalla;Autossa,Yksin;Perheen seurassa,10-19 tuntia,Rentoutumista;Luovuutta,70 - 79 €,"Istex;Jalovilla;Lucky Omen Yarns;Rva Silmusolmu;Säiewool, undreamt, ullrike by anki, rauma, sandnes, knitting for olive",Käsinvärjätty;Materiaali;Vastuullisuus,Itselle;Perheelle,Lace (605–1000 m / 100 g);Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Netistä,Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Mohair,Metalli;Bambu,En juurikaan,"Katson televisiota;Seurustelen ihmisten kanssa;Katson neuleaiheisia youtubekanavia, kuuntelen podeja",Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry;Youtube,Lace (600–1000 m / 100 g);Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
1084,1084,1084,Nainen,7,Äiti;Isoäiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Käsityöyhdistyksen tiloissa;Kyläyhdistyksen tiloissa;Luennolla/Palaverissa,Yksin;Perheen seurassa;Ystävien kesken,10-19 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",20 - 29 €,Kaupunkilanka;Novita,Hinta;Konepestävyys;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Raitoja;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla,Metalli;Hiilikuitu;Alumiini,Ompelu;Puutyöt;Nahkatyöt;Macrame;Askartelu;Tuftaus;Langanvärjäys,Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät;Pinterest;Ravelry;Youtube,Aran (160–200 m / 100 g)
1085,1085,1085,Nainen,6,Äiti;Isoäiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa;Luennolla/Palaverissa,Yksin,10-19 tuntia,Rentoutumista;Itseilmaisua;Luovuutta,60 - 69 €,Adlibris;DROPS;Novita;Sandnes Garn,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville,Fingering (365–450 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Vihreää;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Puuvilla;Alpakka;Mohair;Pellava,Koivu,Ompelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Neuleblogit;Youtube,Fingering (360–450 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
1086,1086,1086,Nainen,11,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Autossa;Odotustilassa (esim. terveyskeskus/virasto),Yksin,6-9 tuntia,"Rentoutumista;Luovuutta;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",Alle 10 €,DROPS;Istex;Novita,Materiaali;Vahvuus;Väri,Itselle;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Mohair,Koivu,Virkkaus,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät;Pinterest,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g)
1087,1087,1087,Nainen,5,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Neuletapahtumissa;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Kampaajalla;Käsityöyhdistyksen tiloissa,Yksin;Ystävien kesken;Neulekerhossa tai -kahvilassa,40 tuntia tai enemmän,"Rentoutumista;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa;Elinkeinoa/lisätuloa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista;Perinteen/taidon ylläpitoa",yli 100 €,Adlibris;Austermann;DROPS;Gjestal;House;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita;Regia,Hinta;Konepestävyys;Villan alkuperä,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Lace (605–1000 m / 100 g);Sport (275–360 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Keltaista;Punaista;Oranssia;Pinkkiä","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla;Alpakka;Pellava,Hiilikuitu;Alumiini,Virkkaus;Kirjonta/ristipistot;Ompelu;Pitsinnypläys;Huovutus,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Youtube,Lace (600–1000 m / 100 g);Sport (270–360 m / 100 g);Aran (160–200 m / 100 g)
1088,1088,1088,Nainen,10,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla,Perheen seurassa,6-9 tuntia,Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Perinteen/taidon ylläpitoa,30 - 39 €,Adlibris;DROPS;Katia;Kaupunkilanka;Novita;Viking Garn,Hinta;Konepestävyys;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g),Lehdistä;Netistä,Toistuvaa pintakuviota,"Keltaista;Punaista;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka,Alumiini,Virkkaus,Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g)
1089,1089,1089,Nainen,7,Isoäiti;toinenkin mummo,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Neulepaitoja;Hameita/mekkoja;nukenvaatteita,Kotona/vapaa-ajan asunnolla;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa;kaverin kotona,Yksin;Perheen seurassa;Ystävien kesken,6-9 tuntia,Rentoutumista;Perinteen/taidon ylläpitoa;Mieleisiä vaatteita ja asusteita,10 - 19 €,Austermann;DROPS;Gjestal;Lankava;Novita;Opal;Regia;Viking Garn,Materiaali;Villan alkuperä;Väri,Itselle;pyynnöstä perheenjäsenille tai lähimmille ystäville,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Pitsineuletta,"Mustaa, valkoista ja harmaata;Vihreää;Keltaista;Oranssia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla;Silkki,Koivu;Metalli;Bambu,Virkkaus;Askartelu;Langanvärjäys,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa,Facebook-ryhmät,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
1090,1090,1090,Nainen,8,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla,Yksin,30-39 tuntia,"Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,Adlibris;DROPS;Lankava;Novita;Viking Garn,Hinta;Konepestävyys;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Punaista;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla,Koivu;Metalli,En juurikaan,Katson televisiota,Facebook-ryhmät;Neuleblogit,Fingering (360–450 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
1091,1091,1091,Nainen,37,Opettelin itse,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla,Yksin;Perheen seurassa,2-5 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä,Alle 10 €,Adlibris;Kotikulta;Novita,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille,Worsted (205–240 m / 100 g),Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Raitoja;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Koivu,En juurikaan,Katson televisiota,Facebook-ryhmät;Pinterest;Youtube,Worsted (205–240 m / 100 g)
1092,1092,1092,Nainen,9,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Vauva neuleita ystäville,Kotona/vapaa-ajan asunnolla,Yksin,2-5 tuntia,Rentoutumista;Luovuutta;Tarpeeseen tekemistä,10 - 19 €,Lankava;Novita,Kotimaisuusaste;Materiaali;Väri,Sukulaisille;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g),Netistä,Kirjoneuletta;Raitoja;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia",Kirkkaita ja neonvärejä,Merinovilla;Bambu,Bambu,Virkkaus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Facebook-sivut;Facebook-ryhmät;Pinterest,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g)
1093,1093,1093,Nainen,25,Anoppi,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Luennolla/Palaverissa,Yksin,2-5 tuntia,Rentoutumista;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä,10 - 19 €,Adlibris;DROPS;House;Kotikulta;MyHome;Novita;Opal,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Koivu;Metalli;Bambu,Virkkaus;Kirjonta/ristipistot;Macrame;Askartelu,Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (160–200 m / 100 g)
